district,furnished,ac,kitchen,age,street_width,area,wc,livings,beds,price,year,month,total_rooms
حي الاميرعبدالمجيد,0,1,0,35,5,250,3,1,5,50000,2023,5,9
حي بني مالك,0,0,1,8,20,250,4,1,5,50000,2023,5,10
حي الصوارى,0,0,1,0,1,240,5,2,3,50000,2023,5,10
حي المروة,0,0,1,0,18,200,4,1,5,50000,2023,5,10
حي الفيصلية,0,1,0,6,10,120,3,2,3,50000,2023,5,8
حي المحمدية,0,0,1,0,16,200,2,1,5,50000,2023,5,8
حي الربوة,0,0,1,0,12,184,4,1,6,50000,2023,5,11
حي الحمراء,0,1,1,15,5,300,4,2,5,52000,2023,5,11
حي النهضة,0,1,1,6,5,145,4,1,2,52000,2023,5,7
حي السلامة,0,1,1,7,5,166,3,3,3,53000,2023,5,9
حي الفيحاء,0,1,1,0,5,219,4,1,5,55000,2023,5,10
حي السلامة,0,0,1,6,12,180,4,1,5,55000,2023,5,10
حي النعيم,0,1,1,10,19,90,2,1,2,55000,2023,5,5
حي الحمراء,0,1,1,12,15,270,4,1,5,55000,2023,5,10
حي الزهراء,0,1,1,5,20,160,3,1,4,55000,2023,5,8
حي الروضة,0,0,1,0,5,190,3,1,6,55000,2023,5,10
حي المروة,0,0,1,1,20,203,4,1,6,55000,2023,5,11
حي بني مالك,0,1,1,10,30,200,4,1,6,55000,2023,5,11
حي الحمدانية,0,1,1,0,5,240,5,1,6,55000,2023,5,12
حي الحمراء,0,1,1,8,5,212,3,1,4,55000,2023,5,8
حي الروضة,0,0,1,0,13,180,3,2,3,55000,2023,5,8
حي الزهراء,0,0,0,0,35,146,4,1,4,55000,2023,5,9
حي الروضة,0,0,1,5,19,220,4,1,5,55000,2023,5,10
حي السلامة,0,1,1,5,27,132,3,1,3,57645,2023,5,7
حي المروة,0,1,1,0,30,250,5,2,5,60000,2023,5,12
حي النهضة,0,1,1,7,5,190,3,1,5,60000,2023,5,9
حي ابحر الشمالية,0,0,1,7,5,240,4,1,6,60000,2023,5,11
حي السلامة,0,0,1,0,5,175,4,1,5,60000,2023,5,10
حي الصفا,0,1,0,2,5,170,4,1,5,60000,2023,5,10
حي العزيزية,1,1,1,4,15,208,3,2,5,60000,2023,5,10
حي السلامة,0,0,0,0,5,180,2,1,5,60000,2023,5,8
حي النزهة,0,1,0,0,5,215,4,1,5,60000,2023,5,10
حي الزهراء,0,0,1,15,5,209,4,1,7,60000,2023,5,12
حي الزهراء,0,0,0,15,15,240,4,2,3,60000,2023,5,9
حي بني مالك,0,0,1,2,31,260,5,1,5,60000,2023,5,11
حي السلامة,0,1,0,0,15,188,4,1,5,60000,2023,5,10
حي النعيم,0,0,0,0,5,154,3,3,3,60000,2023,5,9
حي الصفا,1,1,1,4,20,125,3,1,4,60000,2023,5,8
حي الزهراء,0,0,0,5,16,200,4,1,3,62000,2023,5,8
حي الزهراء,0,0,0,5,15,200,4,1,3,62000,2023,5,8
حي الحمراء,1,1,1,0,5,125,3,1,2,63000,2023,5,6
حي النهضة,0,0,1,0,16,180,4,1,4,65000,2023,5,9
حي النهضة,0,1,1,10,12,200,4,1,5,65000,2023,5,10
حي السلامة,1,1,1,11,22,220,3,1,6,65000,2023,5,10
حي النهضة,0,1,1,5,12,200,4,1,5,65000,2023,5,10
حي النعيم,0,1,1,10,20,93,2,1,2,65000,2023,5,5
حي الروضة,0,1,1,10,12,200,4,2,6,65000,2023,5,12
حي الزهراء,0,1,1,0,30,190,3,1,4,65000,2023,5,8
حي الزهراء,0,0,0,6,5,200,4,1,7,65000,2023,5,12
حي الفيصلية,1,1,1,5,15,150,3,2,3,65000,2023,5,8
حي الروضة,0,0,1,0,12,217,4,2,5,65000,2023,5,11
حي الربوة,1,1,1,0,16,108,3,1,3,65000,2023,5,7
حي الورود,0,0,1,3,5,228,4,1,5,65000,2023,5,10
حي الرويس,1,1,1,11,10,250,5,1,6,65000,2023,5,12
حي الروضة,0,1,1,0,11,160,3,2,4,65000,2023,5,9
حي الفيحاء,0,0,1,0,5,270,5,2,7,65000,2023,5,14
حي السلامة,0,0,1,0,15,205,3,1,5,65000,2023,5,9
حي الزهراء,0,0,1,0,15,170,4,2,3,68000,2023,5,9
حي الرويس,0,1,1,2,21,170,3,2,3,68000,2023,5,8
حي الفيصلية,0,0,1,1,5,222,5,2,5,69000,2023,5,12
حي الرويس,0,1,1,20,5,278,4,1,5,70000,2023,5,10
حي السلامة,0,0,1,0,14,240,4,1,5,70000,2023,5,10
حي الروضة,0,0,1,2,25,200,4,1,5,70000,2023,5,10
حي الروضة,0,1,1,0,16,200,4,1,4,70000,2023,5,9
حي الزمرد,1,1,1,15,1,166,3,1,3,70000,2023,5,7
حي السلامة,0,1,0,0,5,150,3,2,4,70000,2023,5,9
حي الروضة,0,1,0,4,35,250,4,2,5,70000,2023,5,11
حي النهضة,0,0,1,0,5,220,4,3,4,70000,2023,5,11
حي الروضة,0,0,0,2,5,200,4,3,4,70000,2023,5,11
حي الفيصلية,1,1,1,0,5,198,4,1,6,70000,2023,5,11
حي الروضة,0,1,0,7,10,180,4,0,5,70000,2023,5,9
حي الحمدانية,0,0,0,0,5,260,5,1,7,70000,2023,5,13
حي البغدادية الغربية,0,1,0,3,5,120,3,1,4,72000,2023,5,8
حي السلامة,1,1,1,1,5,150,1,1,2,75000,2023,5,4
حي النعيم,0,1,1,0,23,160,4,1,5,75000,2023,5,10
حي الرويس,0,1,1,10,16,270,5,1,7,75000,2023,5,13
حي النهضة,0,0,0,7,25,200,4,1,5,75000,2023,5,10
حي المحمدية,0,1,1,2,12,230,4,2,4,75000,2023,5,10
حي الرويس,0,1,0,8,16,240,4,1,5,75000,2023,5,10
حي الرويس,0,1,1,10,12,260,5,2,5,75000,2023,5,12
حي الفيحاء,1,1,1,5,5,120,2,1,2,75000,2023,5,5
حي النهضة,0,1,1,0,20,180,3,1,4,75000,2023,5,8
حي النهضة,0,1,1,3,24,175,4,2,4,75000,2023,5,10
حي السلامة,0,1,1,12,30,400,5,3,4,75000,2023,5,12
حي الشاطئ,0,1,1,2,5,184,4,1,5,80000,2023,5,10
حي النزهة,0,0,0,0,15,250,5,1,5,80000,2023,5,11
حي الروضة,0,1,1,0,16,190,5,1,4,80000,2023,5,10
حي النهضة,0,1,1,3,21,176,4,1,3,80000,2023,5,8
حي ابحر الجنوبية,1,1,1,0,5,120,2,1,1,80000,2023,5,4
حي الصوارى,0,0,1,0,20,235,5,1,4,80000,2023,5,10
حي الصفا,1,1,1,0,50,200,4,1,4,80000,2023,5,9
حي النهضة,0,1,1,3,20,153,4,1,3,80000,2023,5,8
حي الزهراء,1,1,1,8,5,250,5,2,6,80000,2023,5,13
حي الزهراء,0,1,1,0,10,280,5,1,6,80000,2023,5,12
حي النهضة,0,1,1,4,5,175,3,1,3,85000,2023,5,7
حي السلامة,0,0,1,27,5,240,4,1,7,85000,2023,5,12
حي الحمراء,0,0,1,8,15,289,3,1,7,85000,2023,5,11
حي الروضة,0,1,0,0,15,183,5,1,6,90000,2023,5,12
حي النهضة,0,0,0,0,25,160,3,1,4,90000,2023,5,8
حي الروضة,0,1,1,5,20,220,5,2,6,90000,2023,5,13
حي الشاطئ,1,1,1,5,20,176,4,3,4,90000,2023,5,11
حي الروضة,0,0,1,0,25,230,4,2,4,95000,2023,5,10
حي الروضة,0,1,0,1,5,200,5,1,3,95000,2023,5,9
حي المروة,0,0,0,0,20,131,1,0,1,100000,2023,5,2
حي النعيم,0,1,1,3,5,300,5,3,5,110000,2023,5,13
حي السلامة,0,1,1,0,38,172,4,1,3,110000,2023,5,8
حي ابحر الجنوبية,0,0,0,4,5,180,4,1,3,120000,2023,5,8
حي الحمراء,1,1,1,0,5,254,4,2,3,120000,2023,5,9
حي الفيحاء,0,1,1,7,12,160,4,1,4,120000,2023,5,9
حي الشاطئ,1,1,1,10,100,110,2,1,1,120000,2023,5,4
حي الريان,0,0,1,7,5,219,2,1,4,270000,2023,5,7
حي ابحر الجنوبية,1,1,1,5,5,365,4,2,5,400000,2023,5,11
حي السلامة,0,0,1,13,15,200,4,1,5,430000,2023,5,10
حي الزمرد,0,1,1,2,30,65,1,1,1,12000,2023,6,3
حي السلامة,0,1,1,20,5,25,1,1,1,15000,2023,6,3
حي البوادي,0,0,1,2,22,50,1,1,1,16000,2023,6,3
حي الريان,0,0,1,3,17,70,2,1,1,16000,2023,6,4
حي الريان,0,0,1,7,5,60,1,0,2,16000,2023,6,3
حي البشائر,0,0,1,2,5,100,1,0,2,18000,2023,6,3
حي النسيم,0,0,1,12,5,90,1,1,1,18000,2023,6,3
حي الزمرد,0,0,1,1,16,180,2,1,4,18000,2023,6,7
حي الياقوت,0,0,1,8,25,90,2,1,2,18000,2023,6,5
حي الزمرد,0,0,1,0,5,160,3,1,4,18000,2023,6,8
حي الزمرد,1,0,1,0,5,125,1,1,1,19000,2023,6,3
حي ام السلم,0,0,1,0,5,200,2,1,3,20000,2023,6,6
حي المنتزه,0,0,1,7,32,130,2,1,2,20000,2023,6,5
حي الصوارى,0,0,1,0,15,50,1,0,2,20000,2023,6,3
حي الرياض,0,0,0,5,5,126,2,1,3,20000,2023,6,6
أخرى,0,0,1,10,6,50,2,0,3,20000,2023,6,5
حي الريان,0,0,1,4,5,110,2,0,3,20000,2023,6,5
حي الزمرد,0,0,1,0,15,200,3,1,4,20000,2023,6,8
حي البوادي,0,0,1,7,27,70,1,1,2,20000,2023,6,4
حي الزمرد,0,0,0,0,50,90,1,1,2,20000,2023,6,4
حي النسيم,0,0,1,20,22,75,1,1,2,21000,2023,6,4
حي الشراع,0,0,1,3,40,120,2,1,2,21000,2023,6,5
حي الربوة,0,0,0,20,16,35,1,0,2,21000,2023,6,3
حي مشرفة,0,0,1,8,5,80,1,1,2,21000,2023,6,4
حي المروة,0,0,1,11,32,115,1,1,3,22000,2023,6,5
أخرى,0,0,1,6,15,153,2,1,3,22000,2023,6,6
حي المنتزه,0,0,1,20,18,160,2,1,3,22000,2023,6,6
حي الفلاح,0,0,1,7,15,120,3,1,3,22000,2023,6,7
حي النزهة,0,0,1,6,5,90,1,1,2,22000,2023,6,4
حي الربوة,0,0,0,15,16,65,2,0,3,22000,2023,6,5
حي الفلاح,0,0,1,0,5,90,2,1,3,22000,2023,6,6
حي النزهة,0,0,1,12,5,80,1,1,2,22000,2023,6,4
حي الحمدانية,0,0,1,5,5,140,3,1,3,22000,2023,6,7
حي البوادي,0,0,1,23,5,150,1,0,3,22000,2023,6,4
حي الفلاح,1,0,1,5,5,140,4,1,2,22000,2023,6,7
حي الرياض,0,0,1,3,5,150,3,1,4,22000,2023,6,8
أخرى,0,0,1,0,5,200,2,1,3,23000,2023,6,6
حي الفلاح,0,0,1,10,20,200,3,1,3,23000,2023,6,7
حي الفلاح,0,0,1,4,5,187,3,1,4,23000,2023,6,8
حي الصالحية,0,0,0,6,15,130,2,1,3,23000,2023,6,6
أخرى,0,0,0,11,5,50,1,0,2,24000,2023,6,3
حي الصوارى,0,0,1,0,25,155,4,1,4,24000,2023,6,9
حي المنتزه,0,0,1,7,15,360,3,1,3,24000,2023,6,7
حي الرحمانية,0,0,0,5,20,100,2,1,3,24000,2023,6,6
حي الرياض,0,0,0,0,16,120,2,1,4,24000,2023,6,7
حي السامر,0,0,1,3,12,90,2,1,3,24000,2023,6,6
حي الرياض,0,0,1,0,16,169,2,1,4,24000,2023,6,7
حي الصوارى,0,0,1,0,25,122,2,2,3,24000,2023,6,7
حي طيبة,0,0,0,0,52,140,2,1,3,24000,2023,6,6
حي الفلاح,0,0,0,0,16,140,2,1,4,24000,2023,6,7
حي طيبة,1,0,1,0,5,120,2,1,2,24000,2023,6,5
حي الحمدانية,0,0,1,3,5,45,2,1,4,24000,2023,6,7
حي الرياض,0,0,1,0,5,169,2,1,4,24000,2023,6,7
حي الفروسية,0,0,1,0,11,120,2,1,3,25000,2023,6,6
حي القرينة,0,0,0,0,15,140,2,0,4,25000,2023,6,6
حي مريخ,0,0,1,7,5,200,3,1,4,25000,2023,6,8
حي الريان,0,0,0,4,15,120,3,1,3,25000,2023,6,7
حي الصفا,0,0,1,22,5,30,2,1,4,25000,2023,6,7
حي الحمدانية,0,0,0,10,5,200,2,1,4,25000,2023,6,7
حي الفروسية,0,0,0,1,32,120,4,1,5,25000,2023,6,10
حي الزهراء,0,1,1,15,15,100,2,1,3,25000,2023,6,6
أخرى,0,0,1,0,15,200,3,1,4,25000,2023,6,8
حي الزمرد,0,0,1,3,5,110,2,1,4,25000,2023,6,7
حي الربوة,0,0,0,9,5,150,2,1,3,25000,2023,6,6
حي المنتزه,0,0,1,11,5,110,2,1,4,25000,2023,6,7
حي الاميرعبدالمجيد,0,0,0,8,17,75,1,1,1,25000,2023,6,3
حي النزهة,0,0,1,0,12,120,2,1,2,25000,2023,6,5
حي الشراع,0,0,0,4,20,100,2,1,3,25000,2023,6,6
حي الفلاح,0,0,0,0,20,120,3,1,4,25000,2023,6,8
حي الرحمانية,0,0,1,0,10,300,3,1,3,25000,2023,6,7
حي الواحة,0,0,0,0,20,110,2,1,3,25000,2023,6,6
حي الزمرد,0,0,1,1,16,150,2,1,3,25000,2023,6,6
حي طيبة,0,0,0,0,50,200,3,1,4,25000,2023,6,8
حي الرياض,0,0,0,0,17,160,2,1,4,25000,2023,6,7
حي العزيزية,0,0,0,1,5,85,1,1,2,25000,2023,6,4
حي الفيصلية,0,0,0,17,30,70,1,0,2,26000,2023,6,3
حي الفلاح,0,0,1,3,16,220,3,1,5,26000,2023,6,9
حي الربوة,0,0,1,16,5,225,2,0,3,26000,2023,6,5
حي الفلاح,0,0,1,3,5,110,3,1,3,26000,2023,6,7
حي الريان,0,0,1,2,15,120,3,1,3,26000,2023,6,7
حي السلامة,0,0,1,10,20,90,2,1,2,26000,2023,6,5
حي الحمدانية,0,0,0,7,20,250,2,1,4,26000,2023,6,7
حي ابرق الرغامة,0,0,0,17,15,180,2,1,3,26000,2023,6,6
حي الريان,0,0,1,1,5,120,2,1,3,26000,2023,6,6
حي الريان,0,0,1,6,5,190,3,1,5,26000,2023,6,9
حي مريخ,0,0,1,3,15,115,2,1,3,26000,2023,6,6
حي الفلاح,0,0,0,5,20,180,3,1,4,26000,2023,6,8
حي السنابل,0,0,1,8,5,120,2,1,3,26000,2023,6,6
حي الفلاح,0,0,1,0,20,160,3,1,4,26000,2023,6,8
حي اللؤلؤ,0,0,0,2,5,120,3,1,4,26000,2023,6,8
حي السلامة,0,0,1,5,15,120,2,1,2,26000,2023,6,5
حي الريان,0,0,1,8,5,75,2,1,4,26000,2023,6,7
حي المروة,0,0,0,15,5,90,2,1,4,26000,2023,6,7
حي النزهة,0,0,1,3,15,80,2,1,2,26000,2023,6,5
حي الياقوت,0,0,1,0,19,120,3,2,2,27000,2023,6,7
حي الحمدانية,0,0,1,3,5,225,3,1,4,27000,2023,6,8
حي الريان,0,0,1,8,15,160,3,5,4,27000,2023,6,12
حي السامر,0,0,0,10,15,150,2,1,4,27000,2023,6,7
حي الرحمانية,0,0,1,0,20,140,3,1,3,27000,2023,6,7
حي الياقوت,0,0,1,0,32,150,2,1,2,27000,2023,6,5
حي الياقوت,0,0,1,0,32,150,2,1,3,27000,2023,6,6
حي الواحة,0,0,1,5,10,120,2,1,4,27000,2023,6,7
حي المروة,0,0,0,8,16,135,2,1,5,27000,2023,6,8
حي الزمرد,0,0,1,0,35,160,2,1,3,27000,2023,6,6
حي الزمرد,0,0,1,5,5,160,2,1,4,27000,2023,6,7
حي مريخ,0,0,1,4,16,150,3,1,4,27000,2023,6,8
حي البشائر,0,0,0,0,5,312,3,1,5,28000,2023,6,9
حي الصفا,0,0,1,23,5,140,3,1,5,28000,2023,6,9
حي السلامة,0,0,1,20,16,100,2,1,3,28000,2023,6,6
حي المنتزه,0,0,1,16,32,18,3,1,4,28000,2023,6,8
حي المروة,1,1,1,10,15,125,2,1,4,28000,2023,6,7
حي الحمدانية,0,1,1,5,15,220,3,1,3,28000,2023,6,7
حي طيبة,0,1,1,8,26,280,2,2,3,28000,2023,6,7
حي مريخ,0,0,0,3,16,96,3,1,3,28000,2023,6,7
حي الصفا,0,0,1,7,9,109,2,1,4,28000,2023,6,7
حي ابرق الرغامة,0,0,1,3,22,180,3,1,4,28000,2023,6,8
حي السامر,0,0,1,8,20,300,2,1,4,28000,2023,6,7
حي الياقوت,0,0,0,8,51,160,2,1,3,28000,2023,6,6
حي مشرفة,0,0,1,20,40,130,2,1,4,28000,2023,6,7
حي الرحمانية,0,0,0,0,5,130,4,1,4,28000,2023,6,9
حي المروة,0,0,1,8,20,130,2,1,4,28000,2023,6,7
حي المنتزه,0,0,0,8,15,168,3,2,5,28000,2023,6,10
حي السنابل,0,0,1,12,15,150,3,1,4,28000,2023,6,8
حي المروة,0,0,1,20,17,300,2,1,4,28000,2023,6,7
حي طيبة,0,0,0,0,20,121,2,1,3,28000,2023,6,6
حي الحمدانية,0,0,1,3,16,200,4,2,5,28000,2023,6,11
حي الصفا,0,0,0,10,32,130,2,1,4,28000,2023,6,7
حي المروة,0,0,1,13,16,150,2,2,4,28000,2023,6,8
حي الامير فواز الجنوبي,0,0,1,7,14,70,1,1,2,28000,2023,6,4
حي الربوة,0,0,1,15,5,222,2,1,4,28000,2023,6,7
حي السامر,0,0,0,8,17,140,2,1,4,28000,2023,6,7
حي الواحة,0,0,1,4,25,120,2,1,4,28000,2023,6,7
حي العزيزية,0,1,1,1,15,80,1,1,2,28000,2023,6,4
حي الصالحية,0,0,1,3,16,170,3,1,5,28000,2023,6,9
حي الفلاح,0,0,1,4,16,137,3,1,4,28000,2023,6,8
حي البوادي,0,0,1,20,25,150,3,1,4,29000,2023,6,8
حي العزيزية,0,0,1,25,5,40,2,1,4,29800,2023,6,7
حي الحمدانية,0,0,0,6,15,270,3,1,4,30000,2023,6,8
حي الزهراء,0,0,1,7,5,120,2,1,3,30000,2023,6,6
حي الكوثر,0,1,1,0,15,180,4,1,6,30000,2023,6,11
حي الصالحية,0,1,1,5,15,120,4,1,5,30000,2023,6,10
حي السلامة,0,1,1,2,10,150,1,1,1,30000,2023,6,3
حي المنار,1,1,1,12,5,150,3,1,4,30000,2023,6,8
حي ام السلم,0,0,1,0,5,210,3,1,5,30000,2023,6,9
حي الرياض,0,0,0,4,5,220,5,1,5,30000,2023,6,11
حي الريان,0,0,0,6,5,200,4,1,5,30000,2023,6,10
حي الصوارى,1,1,1,0,15,170,2,1,3,30000,2023,6,6
حي الشراع,0,0,1,1,20,180,3,2,3,30000,2023,6,8
حي الواحة,0,0,0,0,30,100,2,1,3,30000,2023,6,6
حي الفلاح,0,0,0,0,16,180,3,1,4,30000,2023,6,8
حي الشراع,0,1,1,8,5,170,3,1,4,30000,2023,6,8
حي الزمرد,0,0,1,0,32,180,3,1,4,30000,2023,6,8
حي الصالحية,0,0,1,2,19,215,3,2,5,30000,2023,6,10
حي الزمرد,0,0,1,0,20,200,3,0,4,30000,2023,6,7
حي المروة,0,0,0,11,25,140,2,1,4,30000,2023,6,7
حي النسيم,0,0,1,11,5,123,3,1,4,30000,2023,6,8
حي ابرق الرغامة,0,0,1,3,14,180,2,1,4,30000,2023,6,7
حي السامر,0,0,0,3,40,152,2,1,4,30000,2023,6,7
حي النزهة,0,0,1,4,15,110,2,1,3,30000,2023,6,6
حي الصوارى,0,0,0,0,16,200,2,1,4,30000,2023,6,7
حي المروة,0,0,1,11,20,200,2,1,4,30000,2023,6,7
حي المروة,0,0,0,9,25,140,3,1,4,30000,2023,6,8
حي الفيصلية,0,0,0,0,20,125,2,1,3,30000,2023,6,6
حي الصالحية,0,0,1,1,5,144,3,1,4,30000,2023,6,8
حي الريان,0,0,1,4,5,190,4,1,5,30000,2023,6,10
حي الفيصلية,0,0,1,30,12,220,2,1,5,30000,2023,6,8
حي ابحر الشمالية,0,1,0,6,20,100,3,1,4,30000,2023,6,8
حي الربوة,0,0,0,1,5,120,4,1,4,30000,2023,6,9
حي الزمرد,0,0,1,0,16,192,3,0,4,30000,2023,6,7
حي البوادي,0,0,1,3,10,240,2,1,3,30000,2023,6,6
حي المروة,0,0,1,7,20,125,3,1,4,30000,2023,6,8
حي الفيصلية,0,0,0,0,5,125,2,1,3,30000,2023,6,6
حي الريان,0,0,1,2,5,150,2,1,4,30000,2023,6,7
حي مريخ,0,0,1,0,5,250,3,1,4,30000,2023,6,8
حي السلامة,0,0,1,8,12,150,3,1,4,30000,2023,6,8
حي الشراع,0,0,1,0,5,95,3,1,3,30000,2023,6,7
حي الزهراء,0,0,1,8,5,110,2,0,3,30000,2023,6,5
حي الفيصلية,0,0,0,0,5,130,2,1,3,30000,2023,6,6
حي المروة,0,0,0,7,10,135,3,1,3,30000,2023,6,7
حي المروة,0,1,1,9,5,150,2,1,4,30000,2023,6,7
حي الريان,1,1,1,0,15,80,2,1,2,30000,2023,6,5
حي النعيم,0,0,1,11,5,150,2,1,4,30000,2023,6,7
حي الامير فواز الجنوبي,0,0,1,0,16,150,2,1,3,30000,2023,6,6
حي الحمدانية,0,0,1,0,32,195,5,1,6,30000,2023,6,12
حي الرحمانية,0,0,1,1,15,300,4,1,3,30000,2023,6,8
حي الحمدانية,0,0,1,0,16,240,4,1,6,30000,2023,6,11
حي الفلاح,0,0,1,0,5,200,3,1,5,30000,2023,6,9
حي الصفا,0,0,0,10,15,130,2,1,4,30000,2023,6,7
حي الريان,0,0,0,12,16,200,3,1,5,30000,2023,6,9
حي مدائن الفهد,0,0,0,7,5,150,3,1,4,30000,2023,6,8
حي الاميرعبدالمجيد,0,1,1,8,5,120,2,0,4,30000,2023,6,6
حي الياقوت,0,1,1,7,15,180,3,1,3,30000,2023,6,7
حي الواحة,0,0,1,3,20,130,3,1,4,30000,2023,6,8
حي الياقوت,1,1,1,0,20,120,3,1,3,30000,2023,6,7
حي الواحة,0,0,1,3,5,125,3,1,4,30000,2023,6,8
حي الرياض,0,0,0,3,5,400,4,2,6,30000,2023,6,12
حي المروة,0,0,0,12,25,150,2,1,4,31000,2023,6,7
حي اللؤلؤ,0,0,1,5,5,50,3,1,4,32000,2023,6,8
حي السامر,0,0,0,7,5,170,3,1,5,32000,2023,6,9
حي الفروسية,0,0,1,0,15,240,3,1,5,32000,2023,6,9
حي ابرق الرغامة,0,0,1,0,17,200,4,1,5,32000,2023,6,10
حي النعيم,0,0,1,15,15,180,2,1,3,32000,2023,6,6
حي الرحمانية,0,1,1,2,20,260,3,1,4,32000,2023,6,8
حي النزهة,0,0,1,5,5,165,3,1,5,32000,2023,6,9
حي الياقوت,0,0,1,1,25,177,3,1,4,32000,2023,6,8
حي المروة,0,0,0,6,20,125,2,1,4,32000,2023,6,7
حي الفلاح,0,0,0,6,5,240,3,1,4,32000,2023,6,8
حي المروة,0,0,1,4,5,110,3,1,4,32000,2023,6,8
حي المروة,0,0,1,10,16,140,3,1,4,32000,2023,6,8
حي الصفا,0,0,1,10,12,190,3,1,4,32000,2023,6,8
حي الفلاح,0,0,0,1,5,240,3,1,5,32000,2023,6,9
حي ابحر الجنوبية,0,1,1,2,36,100,2,1,3,33000,2023,6,6
حي الواحة,0,0,1,3,15,135,3,1,4,33000,2023,6,8
حي الرياض,0,1,1,0,16,220,4,1,5,33000,2023,6,10
حي ابحر الجنوبية,0,1,1,3,35,120,2,1,3,33000,2023,6,6
حي الصفا,0,0,1,2,25,140,2,1,3,33000,2023,6,6
حي الفيصلية,0,0,1,6,30,120,2,0,3,33000,2023,6,5
حي الزمرد,0,0,1,0,15,250,3,1,5,33000,2023,6,9
حي النخيل,0,0,0,5,20,144,2,1,4,33000,2023,6,7
حي السنابل,0,0,1,10,30,200,2,1,4,34000,2023,6,7
حي المنار,0,0,1,0,15,120,3,1,4,34000,2023,6,8
حي الفروسية,0,0,1,0,5,355,3,1,3,34000,2023,6,7
حي الشراع,0,0,0,0,5,110,2,1,3,35000,2023,6,6
أخرى,0,0,1,6,16,180,3,1,4,35000,2023,6,8
حي بني مالك,0,0,1,4,5,185,3,1,5,35000,2023,6,9
حي ام السلم,0,0,0,1,15,300,3,1,6,35000,2023,6,10
حي المروة,0,0,1,1,25,160,3,1,3,35000,2023,6,7
حي المنار,0,0,1,5,25,223,4,1,7,35000,2023,6,12
حي المنتزه,0,0,0,15,16,200,3,1,5,35000,2023,6,9
حي الصالحية,0,0,0,2,25,200,3,1,5,35000,2023,6,9
حي الواحة,0,0,1,0,41,141,3,1,4,35000,2023,6,8
حي ابحر الجنوبية,0,0,1,4,29,150,2,1,3,35000,2023,6,6
حي السامر,0,0,1,7,5,200,4,1,5,35000,2023,6,10
حي البساتين,0,0,1,8,30,126,2,0,3,35000,2023,6,5
حي الصوارى,0,0,0,0,14,200,2,1,4,35000,2023,6,7
حي الواحة,0,0,1,0,30,140,3,1,4,35000,2023,6,8
أخرى,0,0,1,20,20,200,3,1,5,35000,2023,6,9
حي الريان,0,0,1,5,5,228,3,1,6,35000,2023,6,10
حي البساتين,0,0,1,14,5,100,2,1,3,35000,2023,6,6
حي المروة,0,0,1,11,15,200,2,1,4,35000,2023,6,7
حي الاصالة,0,0,1,1,5,192,3,1,3,35000,2023,6,7
حي الحمدانية,0,0,1,0,17,200,3,1,5,35000,2023,6,9
حي الصوارى,0,0,0,0,16,120,2,1,3,35000,2023,6,6
حي الحمدانية,0,1,0,0,5,195,5,1,6,35000,2023,6,12
حي النزهة,0,1,1,4,5,125,2,1,3,35000,2023,6,6
حي الحمدانية,0,0,1,5,5,18,3,1,5,35000,2023,6,9
حي ابحر الجنوبية,0,0,1,4,37,120,3,2,4,35000,2023,6,9
حي الريان,0,0,1,13,15,200,3,1,5,35000,2023,6,9
حي الفضيلة,0,0,1,0,20,220,4,2,4,35000,2023,6,10
حي الشراع,0,0,1,0,25,108,2,1,3,35000,2023,6,6
حي الربوة,0,0,1,20,5,250,2,1,5,35000,2023,6,8
حي مريخ,0,0,0,1,21,179,3,1,5,35000,2023,6,9
حي المروة,0,0,1,10,15,135,2,1,4,35000,2023,6,7
حي الريان,0,0,0,0,15,270,3,1,6,35000,2023,6,10
حي المروة,0,1,1,5,5,152,3,1,5,36000,2023,6,9
حي النهضة,0,0,1,10,5,150,2,1,2,36000,2023,6,5
حي المنار,0,0,0,0,15,133,3,1,4,36000,2023,6,8
حي الرحمانية,0,0,1,0,10,300,4,1,5,36000,2023,6,10
حي الفيصلية,0,0,1,10,5,200,3,1,5,36000,2023,6,9
حي الفلاح,0,0,1,2,20,400,3,1,5,36000,2023,6,9
حي النزهة,0,0,1,4,16,165,3,1,5,36000,2023,6,9
حي الواحة,0,0,0,0,20,135,3,1,5,36000,2023,6,9
حي الفلاح,0,0,1,0,32,375,5,3,7,36000,2023,6,15
حي النهضة,0,1,0,4,5,120,2,1,2,36000,2023,6,5
حي النسيم,0,0,1,10,8,190,4,1,5,36000,2023,6,10
حي الرويس,0,0,0,0,18,70,2,1,3,36000,2023,6,6
حي الاميرعبدالمجيد,0,0,1,2,5,184,4,1,5,36000,2023,6,10
حي مريخ,0,0,0,1,5,220,4,1,6,37000,2023,6,11
حي النهضة,0,0,1,8,15,160,3,1,4,37000,2023,6,8
حي الزهراء,0,0,1,0,5,110,2,1,2,37000,2023,6,5
حي العزيزية,0,0,0,10,5,175,4,1,6,37900,2023,6,11
حي الصوارى,0,0,1,0,15,185,3,1,5,38000,2023,6,9
حي الصوارى,0,0,1,0,20,160,3,1,4,38000,2023,6,8
حي الواحة,0,0,1,10,12,200,3,1,6,38000,2023,6,10
حي ابحر الجنوبية,0,1,1,5,30,140,3,1,3,38000,2023,6,7
حي النسيم,0,1,1,15,5,160,4,1,5,38000,2023,6,10
حي النزهة,0,0,0,0,17,200,3,1,5,38000,2023,6,9
حي النسيم,0,1,1,14,18,195,4,0,5,38000,2023,6,9
